Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Montale Crazy In Love EDP,363 ,No-Rate,0,"['Montale', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Alcohol Denat , Parfum / Fragrance , Aqua / Water , Citronellol , Limonene , Linalool , Benzyl Salicylate , Alpha-isomethyl Ionone , Geraniol , Citral , Hydroxycitronellal , Methyl 2 â€“ Octynoate , Eugenol , Farnesol', 'Eau de Parfum', 'Wild Rose, Violet Leaf', 'Saffron, Brown sugar', 'Amber, Vanilia']",Montale,Women,Perfume,Sensual,Floral,100_ml,2021,"Alcohol Denat , Parfum / Fragrance , Aqua / Water , Citronellol , Limonene , Linalool , Benzyl Salicylate , Alpha-isomethyl Ionone , Geraniol , Citral , Hydroxycitronellal , Methyl 2 â€“ Octynoate , Eugenol , Farnesol",Eau de Parfum,"Wild Rose, Violet Leaf","Saffron, Brown sugar","Amber, Vanilia"
Loewe Aura EDP,363 ,No-Rate,0,"['Loewe', 'Women', 'Perfume', 'Natural', 'Woody', '120 ml', '2013', 'Pink Pepper, Red Currant, Violet, Bergamot, Rose, Orris, Jasmine, Narcissus, Sandalwood, Leather, Cedarwood, Raspberry.', 'Eau de Parfum', 'Pink pepper, Red Currant, Violet, Bergamot', 'Rose, Iris, Jasmine, Narcissus', 'Sandalwood, Leather, Cedarwood, Mulberry.']",Loewe,Women,Perfume,Natural,Woody,120_ml,2013,"Pink Pepper, Red Currant, Violet, Bergamot, Rose, Orris, Jasmine, Narcissus, Sandalwood, Leather, Cedarwood, Raspberry.",Eau de Parfum,"Pink pepper, Red Currant, Violet, Bergamot","Rose, Iris, Jasmine, Narcissus","Sandalwood, Leather, Cedarwood, Mulberry."
Kenzo World Power EDT,259 ,No-Rate,0,"['Kenzo', 'Women', 'Perfume', 'Natural', 'Woody', '50 ml', '2019', 'Cypress, Sea Salt, Tonka Bean', 'Eau de Toilette', 'Cypress', 'Sea Salt', 'Tonka Bean']",Kenzo,Women,Perfume,Natural,Woody,50_ml,2019,"Cypress, Sea Salt, Tonka Bean",Eau de Toilette,Cypress,Sea Salt,Tonka Bean
Kenzo Flower by Kenzo Poppy Bouquet EDP,290 ,No-Rate,0,"['Kenzo', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2020', 'Pear, Gardenia, Bulgarian Rose, Almond Tree.', 'Eau de Parfum', 'pear', 'Gardenia, Bulgarian Rose', 'Almond Tree']",Kenzo,Women,Perfume,Sensual,Floral,100_ml,2020,"Pear, Gardenia, Bulgarian Rose, Almond Tree.",Eau de Parfum,pear,"Gardenia, Bulgarian Rose",Almond Tree
Kenneth Cole Reaction for Her EDP,249 ,No-Rate,0,"['Kenneth Cole', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2005', 'Watermelon, Grapefruit, Orange, Mandarin, Apple, Raspberry, Lily of the valley, Jasmine, Orchid, Violet Leaf, White Amber, Cotton Candy, Musk, Vetiver.', 'Eau de Parfum', 'Watermelon, Grapefruit, Orange, Tangerine, Apple, Raspberry', 'Lily of the Valley, Jasmine, Orchid, Violet Leaf', 'White Amber, Cotton Candy, Musk, Vetiver.']",Kenneth Cole,Women,Perfume,Sensual,Floral,100_ml,2005,"Watermelon, Grapefruit, Orange, Mandarin, Apple, Raspberry, Lily of the valley, Jasmine, Orchid, Violet Leaf, White Amber, Cotton Candy, Musk, Vetiver.",Eau de Parfum,"Watermelon, Grapefruit, Orange, Tangerine, Apple, Raspberry","Lily of the Valley, Jasmine, Orchid, Violet Leaf","White Amber, Cotton Candy, Musk, Vetiver."
Atkinsons Rose In Wonderland Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Sensual', 'Floral', '30 ml', '2019', 'Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Geraniol, Citronellol, Limonene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Citral, Farnesol, Eugenol, Ci 15985 (Yellow 6), Ci 60730 (Ext', 'Perfume Oil', 'Rose Dew, Black Currant Buds', 'Geranium, Rose Senifolia', 'Vetiver, Crystal Amber.']",Atkinsons,Unisex,Perfume Oil,Sensual,Floral,30_ml,2019,"Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Ethylhexyl Methoxycinnamate, Geraniol, Citronellol, Limonene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Citral, Farnesol, Eugenol, Ci 15985 (Yellow 6), Ci 60730 (Ext",Perfume Oil,"Rose Dew, Black Currant Buds","Geranium, Rose Senifolia","Vetiver, Crystal Amber."
Atkinsons Oud Save The Queen Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Sensual', 'Floral', '30 ml', '2019', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Limonene, Linalool, Citronellol, Citral, Eugenol, Geraniol.', 'Perfume Oil', 'Bergamot', 'Carnation, Orange Blossom, Jasmine', 'Guaiac Wood, Oud, Patchouli']",Atkinsons,Unisex,Perfume Oil,Sensual,Floral,30_ml,2019,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Limonene, Linalool, Citronellol, Citral, Eugenol, Geraniol.",Perfume Oil,Bergamot,"Carnation, Orange Blossom, Jasmine","Guaiac Wood, Oud, Patchouli"
Atkinsons Oud Save The King Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Natural', 'Woody', '30 ml', '2013', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Cinnamal, Linalool, Eugenol, Limonene, Isoeugenol.', 'Perfume Oil', 'Earl Gray tea, Bergamot', 'Chamois, Oris', 'Agarwood, Sandalwood.']",Atkinsons,Unisex,Perfume Oil,Natural,Woody,30_ml,2013,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Coumarin, Cinnamal, Linalool, Eugenol, Limonene, Isoeugenol.",Perfume Oil,"Earl Gray tea, Bergamot","Chamois, Oris","Agarwood, Sandalwood."
Atkinsons 24 Old Bond Street Triple Extract Perfume Oil,653 ,No-Rate,0,"['Atkinsons', 'Unisex', 'Perfume Oil', 'Natural', 'Woody', '30 ml', '2014', 'Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Alpha-isomethyl Ionone, Limonene, Linalool, Coumarin, Citronellol, Benzyl Alcohol, Isoeugenol, Citral, Benzyl Benzoate, Geraniol.', 'Perfume Oil', 'Juniper berries, Cardamom', 'Whiskey, Rose', 'Black Tea, Amber, Musk, Cedarwood.']",Atkinsons,Unisex,Perfume Oil,Natural,Woody,30_ml,2014,"Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water), Parfum (Fragrance), Alpha-isomethyl Ionone, Limonene, Linalool, Coumarin, Citronellol, Benzyl Alcohol, Isoeugenol, Citral, Benzyl Benzoate, Geraniol.",Perfume Oil,"Juniper berries, Cardamom","Whiskey, Rose","Black Tea, Amber, Musk, Cedarwood."
S.T. Dupont Oud & Rose,477 ,No-Rate,0,"['S.T. Dupont', 'Unisex', 'Perfume', 'Masculine', 'Oriental', '100 ml', '2017', 'Oud, Rose, Woodsy Notes', 'Eau de Parfum', 'Oud, Rose', 'Woodsy Notes', 'Agarwood']",S.T. Dupont,Unisex,Perfume,Masculine,Oriental,100_ml,2017,"Oud, Rose, Woodsy Notes",Eau de Parfum,"Oud, Rose",Woodsy Notes,Agarwood
S.T. Dupont A La Francaise Pour Femme,165 ,No-Rate,0,"['S.T. Dupont', 'Women', 'Perfume', 'Romantic', 'Woody', '100 ml', '2017', 'Rosemary, Artemisia, Coriander, Galbanum, Lemon, Carnation, Cypress, Iris, Cinnamon, Lavender, Jasmine, Sandalwood, Fir, Amber, Patchouli, Musk, Coconut, Vetiver, Incense, Cedar.', 'Eau de Parfum', 'Black Currant, Passionfruit, Melon, Mandarin orange, Galbanum, Lemon;', 'Lavender, Rosemary, Verbena', 'Neroli, Iris Benzoin']",S.T. Dupont,Women,Perfume,Romantic,Woody,100_ml,2017,"Rosemary, Artemisia, Coriander, Galbanum, Lemon, Carnation, Cypress, Iris, Cinnamon, Lavender, Jasmine, Sandalwood, Fir, Amber, Patchouli, Musk, Coconut, Vetiver, Incense, Cedar.",Eau de Parfum,"Black Currant, Passionfruit, Melon, Mandarin orange, Galbanum, Lemon;","Lavender, Rosemary, Verbena","Neroli, Iris Benzoin"
Gucci Flora Gorgeous Gardenia EDP,650 ,No-Rate,0,"['Gucci', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Eau de Parfum', 'Pear Blossom Accord, Italian Mandarin and Red Berries', 'White Gardenia, Jasmine, Frangipani Flower', 'Patchouli. Brown sugar']",Gucci,Women,Perfume,Sensual,Floral,100_ml,2021,"Pear Blossom Accord, Italian Mandarin and Red Berries, White Gardenia, Jasmine, Frangipani Flower, Patchouli, Brown sugar",Eau de Parfum,"Pear Blossom Accord, Italian Mandarin and Red Berries","White Gardenia, Jasmine, Frangipani Flower",Patchouli. Brown sugar
Rochas Mademoiselle Rochas,345 ,No-Rate,0,"['Rochas', 'Women', 'Perfume', 'Extravagant', 'Fruity', '90 ml', '2017', 'Black Currant, Candy Apple, Egyptian Jasmine, Rose, Sandalwood, Ambergris, Musk', 'Eau de Parfum', 'Woodsy Notes, Olibanum', 'Patchouli, Spices, Agarwood', 'Gardenia, Rose, Saffron']",Rochas,Women,Perfume,Extravagant,Fruity,90_ml,2017,"Black Currant, Candy Apple, Egyptian Jasmine, Rose, Sandalwood, Ambergris, Musk",Eau de Parfum,"Woodsy Notes, Olibanum","Patchouli, Spices, Agarwood","Gardenia, Rose, Saffron"
Penhaligon's Zizonia,1043 ,No-Rate,0,"[""Penhaligon's"", 'Women', 'Perfume', 'Romantic', 'Soft Oriental', '100 ml', '1930', 'Orange Blossom, Bergamot, Coriander, Lavender, Nutmeg, Cardamom, Ginger, Geranium, Black Pepper, Cumin, Patchouli, Amber, Cedar, Vetiver, Sandalwood.', 'Eau de Toilette', 'Orange, Bergamot, Coriander.', 'Lavender, Nutmeg, Cardamom, Ginger, Geranium, Black Pepper, Cumin.', 'Patchouli, Amber, Cedarwood, Vetiver, Sandalwood.']",Penhaligon's,Women,Perfume,Romantic,Soft_Oriental,100_ml,1930,"Orange Blossom, Bergamot, Coriander, Lavender, Nutmeg, Cardamom, Ginger, Geranium, Black Pepper, Cumin, Patchouli, Amber, Cedar, Vetiver, Sandalwood.",Eau de Toilette,"Orange, Bergamot, Coriander.","Lavender, Nutmeg, Cardamom, Ginger, Geranium, Black Pepper, Cumin.","Patchouli, Amber, Cedarwood, Vetiver, Sandalwood."
Exuma Parfums Citrus Liqueur Woman EDP,506 ,No-Rate,0,"['Exuma Parfums', 'Women', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2018', 'Eau de Parfum', 'Lavender, Mandarin, Bergamot', 'Jasmine, Orange Flowers', 'Amber, Musk']",Exuma Parfums,Women,Perfume,Dynamic,Citrus,100_ml,2018,"Lavender, Mandarin, Bergamot, Jasmine, Orange Flowers, Amber, Musk",Eau de Parfum,"Lavender, Mandarin, Bergamot","Jasmine, Orange Flowers","Amber, Musk"
Exuma Parfums Velvet Cachemir Woman EDP,506 ,No-Rate,0,"['Exuma Parfums', 'Women', 'Perfume', 'Natural', 'Woody', '100 ml', '2018', 'Eau de Parfum', 'Rose, Cinnamon, Bergamot', 'Pepper, Amber, Rice', 'Patchouli, Musk, Vetiver']",Exuma Parfums,Women,Perfume,Natural,Woody,100_ml,2018,"Rose, Cinnamon, Bergamot, Pepper, Amber, Rice, Patchouli, Musk, Vetiver",Eau de Parfum,"Rose, Cinnamon, Bergamot","Pepper, Amber, Rice","Patchouli, Musk, Vetiver"
Exuma Parfums Profumo Rosa Woman EDP,506 ,No-Rate,0,"['Exuma Parfums', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2018', 'Eau de Parfum', 'Rose, Vanilla, Amber, Musk', 'Oud, Cashmere Wood', 'Oud, Vanilla, Sandalwood']",Exuma Parfums,Women,Perfume,Sensual,Floral,100_ml,2018,"Rose, Vanilla, Amber, Musk,Oud, Cashmere Wood, Oud, Vanilla, Sandalwood",Eau de Parfum,"Rose, Vanilla, Amber, Musk","Oud, Cashmere Wood","Oud, Vanilla, Sandalwood"
Exuma Parfums Ambre d'Orient Woman EDP,506 ,No-Rate,0,"['Exuma Parfums', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2018', 'Eau de Parfum', 'Apple Blossoms, Bergamot', 'Peony, Saffron, Rose', 'Sandalwood, Vanilla, Agarwood']",Exuma Parfums,Women,Perfume,Sensual,Floral,100_ml,2018,"Apple Blossoms, Bergamot, Peony, Saffron, Rose, Sandalwood, Vanilla, Agarwood",Eau de Parfum,"Apple Blossoms, Bergamot","Peony, Saffron, Rose","Sandalwood, Vanilla, Agarwood"
Michael Kors Gorgeous EDP,475 ,No-Rate,0,"['Michael Kors', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Pink Pepper, Mandarin Orange, Tobacco, Orange Blossom, Jasmine Sambac, Tuberose, Ylang-Ylang, Guaiac Wood, Tonka Bean, Cedar, Benzoin, Cashmeran, Styrax, Suede.', 'Eau de Parfum', 'Pink Pepper, Mandarin Orange', 'Tobacco, Neroli, Jasmine Sambac, Tuberose, Ylang-Ylang', 'Guaiac wood, Tonka bean, Cedar, Benzoin, Cashmeran, Styrax, Suede.']",Michael Kors,Women,Perfume,Sensual,Floral,100_ml,2021,"Pink Pepper, Mandarin Orange, Tobacco, Orange Blossom, Jasmine Sambac, Tuberose, Ylang-Ylang, Guaiac Wood, Tonka Bean, Cedar, Benzoin, Cashmeran, Styrax, Suede.",Eau de Parfum,"Pink Pepper, Mandarin Orange","Tobacco, Neroli, Jasmine Sambac, Tuberose, Ylang-Ylang","Guaiac wood, Tonka bean, Cedar, Benzoin, Cashmeran, Styrax, Suede."
Ideo Parfumeurs Weekend a Fontainebleau EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2016', 'Turkish Rose, Aldehydes, Neroli, Rose Oil, Galbanum, Jasmine, Oak Moss, Patchouli, Sandalwood, White Musk.', 'Eau de Parfum', 'Turkish rose, Aldehydes, Neroli', 'Rose Oil, Galbanum, Jasmine', 'Oak Moss, Patchouli, Sandalwood, White Musk.']",Ideo Parfumeurs,Unisex,Perfume,Sensual,Floral,100_ml,2016,"Turkish Rose, Aldehydes, Neroli, Rose Oil, Galbanum, Jasmine, Oak Moss, Patchouli, Sandalwood, White Musk.",Eau de Parfum,"Turkish rose, Aldehydes, Neroli","Rose Oil, Galbanum, Jasmine","Oak Moss, Patchouli, Sandalwood, White Musk."
Ideo Parfumeurs Tarbouch Afandi EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Mandarin Orange, Pine Tree, Lemon, Spicy Mint, Bergamot, Violet Leaf, Patchouli, Cedar, Juniper and Clove, Animal notes, Tobacco, Benzoin, Vetiver.', 'Eau de Parfum', 'Mandarin Orange, Pine Tree, Lemon, Spicy Mint, Bergamot', 'Violet Leaf, Patchouli, Cedar, Juniper,', 'Tobacco, Benzoin, Vetiver.']",Ideo Parfumeurs,Unisex,Perfume,Natural,Woody,100_ml,2016,"Mandarin Orange, Pine Tree, Lemon, Spicy Mint, Bergamot, Violet Leaf, Patchouli, Cedar, Juniper and Clove, Animal notes, Tobacco, Benzoin, Vetiver.",Eau de Parfum,"Mandarin Orange, Pine Tree, Lemon, Spicy Mint, Bergamot","Violet Leaf, Patchouli, Cedar, Juniper,","Tobacco, Benzoin, Vetiver."
Ideo Parfumeurs Roses de Grasse EDP,449 ,No-Rate,0,"['Ideo Parfumeurs', 'Women', 'Perfume', 'Natural', 'Woody', '50 ml', '2016', 'Grasse Rose, Aldehydes, Green Notes, Bulgarian Rose, Turkish Rose, Mimosa, White Musk, Cedar, resins.', 'Eau de Parfum', 'Grasse Rose, Aldehydes, Green Notes', 'Bulgarian Rose, Turkish Rose, Mimosa', 'White Musk, Cedar, resins.']",Ideo Parfumeurs,Women,Perfume,Natural,Woody,50_ml,2016,"Grasse Rose, Aldehydes, Green Notes, Bulgarian Rose, Turkish Rose, Mimosa, White Musk, Cedar, resins.",Eau de Parfum,"Grasse Rose, Aldehydes, Green Notes","Bulgarian Rose, Turkish Rose, Mimosa","White Musk, Cedar, resins."
Ideo Parfumeurs Prison Blues EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Cardamom, Black Pepper, Rosebay Willowherb; Incense, Cedar, Geranium, Patchouli, Agarwood (Oud), Labdanum, Musk.', 'Eau de Parfum', 'Cardamom, Black Pepper', 'Rosebay Willowherb; Incense, Cedar, Geraniu', 'Patchouli, Agarwood (Oud), Labdanum, Musk.']",Ideo Parfumeurs,Unisex,Perfume,Natural,Woody,100_ml,2016,"Cardamom, Black Pepper, Rosebay Willowherb; Incense, Cedar, Geranium, Patchouli, Agarwood (Oud), Labdanum, Musk.",Eau de Parfum,"Cardamom, Black Pepper","Rosebay Willowherb; Incense, Cedar, Geraniu","Patchouli, Agarwood (Oud), Labdanum, Musk."
Ideo Parfumeurs Malika's Temptation EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Praline, Ylang-Ylang, Rose, Agarwood (Oud), Patchouli, Cedar, Vanilla, Musk, Amber.', 'Eau de Parfum', 'Praline, Ylang-Ylang, Rose', 'Agarwood (Oud), Patchouli, Cedar', 'Vanilla, Musk, Amber.']",Ideo Parfumeurs,Unisex,Perfume,Natural,Woody,100_ml,2016,"Praline, Ylang-Ylang, Rose, Agarwood (Oud), Patchouli, Cedar, Vanilla, Musk, Amber.",Eau de Parfum,"Praline, Ylang-Ylang, Rose","Agarwood (Oud), Patchouli, Cedar","Vanilla, Musk, Amber."
Ideo Parfumeurs London to Mumbai EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2016', 'Bitter Orange, Italian Lemon, Rosebay Willowherb, Bergamot, Ginger, Lavender, Geranium, Clove, Cinnamon,Tuberose, Patchouli, Oakmoss, Sandalwood, Tonka Bean.', 'Eau de Parfum', 'Bitter Orange, Italian Lemon, Rosebay Willowherb, Bergamot, Ginger', 'Lavender, Geranium, Clove, Cinnamon,Tuberose,', 'Patchouli, Oakmoss, Sandalwood, Tonka Bean']",Ideo Parfumeurs,Unisex,Perfume,Dynamic,Citrus,100_ml,2016,"Bitter Orange, Italian Lemon, Rosebay Willowherb, Bergamot, Ginger, Lavender, Geranium, Clove, Cinnamon,Tuberose, Patchouli, Oakmoss, Sandalwood, Tonka Bean.",Eau de Parfum,"Bitter Orange, Italian Lemon, Rosebay Willowherb, Bergamot, Ginger","Lavender, Geranium, Clove, Cinnamon,Tuberose,","Patchouli, Oakmoss, Sandalwood, Tonka Bean"
Ideo Parfumeurs Last Canto EDP,653 ,No-Rate,0,"['Ideo Parfumeurs', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2016', 'Cumin , Almond, Cinnamon, Rose, Heliotrope, iris, Frangipani, Vanilla, Tonka Bean, Musk, White Woods.', 'Eau de Parfum', 'Cumin , Almond, Cinnamon', 'Rose, Heliotrope, iris', 'Frangipani, Vanilla, Tonka Bean, Musk, White Woods']",Ideo Parfumeurs,Unisex,Perfume,Sensual,Floral,100_ml,2016,"Cumin , Almond, Cinnamon, Rose, Heliotrope, iris, Frangipani, Vanilla, Tonka Bean, Musk, White Woods.",Eau de Parfum,"Cumin , Almond, Cinnamon","Rose, Heliotrope, iris","Frangipani, Vanilla, Tonka Bean, Musk, White Woods"
Guerlain Idylle EDP,399 ,No-Rate,0,"['Guerlain', 'Women', 'Perfume', 'Sensual', 'Floral', '75 ml', '2009', 'tincture of rose, Freesia, Litchi, Raspberry, Lily-of-the-Valley, Jasmine, Lilac, Peony, Lily, Musk, Patchouli.', 'Eau de Parfum', 'tincture of rose, Freesia, Litchi, Raspberry', 'Lily-of-the-Valley, Jasmine, Lilac, Peony', 'Musk, Patchouli.']",Guerlain,Women,Perfume,Sensual,Floral,75_ml,2009,"tincture of rose, Freesia, Litchi, Raspberry, Lily-of-the-Valley, Jasmine, Lilac, Peony, Lily, Musk, Patchouli.",Eau de Parfum,"tincture of rose, Freesia, Litchi, Raspberry","Lily-of-the-Valley, Jasmine, Lilac, Peony","Musk, Patchouli."
Giorgio Armani My Way Intense EDP,594 ,No-Rate,0,"['Giorgio Armani', 'Women', 'Perfume', 'Sensual', 'Floral', '90 ml', '2021', 'Eau de Parfum', 'Orange Blossom, Bitter Orange', 'Indian Tuberose, Tuberose', 'Madagascar Vanilla and Sandalwood.']",Giorgio Armani,Women,Perfume,Sensual,Floral,90_ml,2021,Eau de Parfum,"Orange Blossom, Bitter Orange","Indian Tuberose, Tuberose",Madagascar Vanilla and Sandalwood.,
Elizabeth Arden White Tea Ginger Lily EDT,209 ,No-Rate,0,"['Elizabeth Arden', 'Women', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2021', 'Eau de Toilette', 'Mandarin, Neroli, Bergamot, Bitter Orange', 'Violet, Night White Ginger, Ginger', 'Tonka Bean, Rice, Musk, Companion']",Elizabeth Arden,Women,Perfume,Dynamic,Citrus,100_ml,2021,"Mandarin, Neroli, Bergamot, Bitter Orange, Violet, Night White Ginger, Ginger,Tonka Bean, Rice, Musk, Companion",Eau de Toilette,"Mandarin, Neroli, Bergamot, Bitter Orange","Violet, Night White Ginger, Ginger","Tonka Bean, Rice, Musk, Companion"
Elizabeth Arden Untold Luxe EDP,169 ,No-Rate,0,"['Elizabeth Arden', 'Women', 'Perfume', 'Charismatic', 'Oriental', '50 ml', '2015', 'Eau de Parfum', 'Pink Pepper, Rose Buds', 'White Chocolate, Cinnamon, Orange Blossoms, Jasmine', 'Bourbon Vanilla, Benzoin, Sandalwood, Labdanum']",Elizabeth Arden,Women,Perfume,Charismatic,Oriental,50_ml,2015,"Pink Pepper, Rose Buds, White Chocolate, Cinnamon, Orange Blossoms, Jasmine, Bourbon Vanilla, Benzoin, Sandalwood, Labdanum",Eau de Parfum,"Pink Pepper, Rose Buds","White Chocolate, Cinnamon, Orange Blossoms, Jasmine","Bourbon Vanilla, Benzoin, Sandalwood, Labdanum"
DKNY Limited Edition EDT,254 ,No-Rate,0,"['Dkny', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2019', 'Eau de Toilette', 'Red Orange, Tomato Leaf, Water Lily', 'Flowers', 'Woody, Vanilla']",Dkny,Women,Perfume,Sensual,Floral,100_ml,2019,"Red Orange, Tomato Leaf, Water Lily, Flowers, Woody, Vanilla",Eau de Toilette,"Red Orange, Tomato Leaf, Water Lily",Flowers,"Woody, Vanilla"
Britney Spears Fantasy Intense EDP,229 ,No-Rate,0,"['Britney Spears', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Eau de Parfum', 'Lychee, Pear, Kiri', 'Orchids, Jasmine, Cupcakes, White Chocolate', 'Musk, Woody Notes, Orris, Patchouli']",Britney Spears,Women,Perfume,Sensual,Floral,100_ml,2021,"Lychee, Pear, Kiri, Orchids, Jasmine, Cupcakes, White Chocolate, Musk, Woody Notes, Orris, Patchouli",Eau de Parfum,"Lychee, Pear, Kiri","Orchids, Jasmine, Cupcakes, White Chocolate","Musk, Woody Notes, Orris, Patchouli"
Bottega Veneta Parco Palladiano III EDP,855 ,No-Rate,0,"['Bottega Veneta', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2016', 'Eau de Parfum', 'Sage, Mint', 'Rose, Tea, Pear Wood, Pepper', 'Patchouli, White Musk, Violet']",Bottega Veneta,Unisex,Perfume,Natural,Woody,100_ml,2016,"Sage, Mint, Rose, Tea, Pear Wood, Pepper, Patchouli, White Musk, Violet",Eau de Parfum,"Sage, Mint","Rose, Tea, Pear Wood, Pepper","Patchouli, White Musk, Violet"
Bon Parfumeur 901 EDP,444 ,No-Rate,0,"['Bon Parfumeur', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', 'Alcohol denat., parfum (fragrance), aqua (water), citral, coumarin, eugenol, hydroxycitronellal, limonene. 78% vol.', 'Eau de Parfum', 'Mandarin, Grapefruit, Ginger', 'Black Pepper, Hot Pepper, Blond Wood, Nutmeg, Almond', 'Patchouli, Tonka Bean, Musk, Vanilla']",Bon Parfumeur,Unisex,Perfume,Charismatic,Oriental,100_ml,,"Alcohol denat., parfum (fragrance), aqua (water), citral, coumarin, eugenol, hydroxycitronellal, limonene. 78% vol.",Eau de Parfum,"Mandarin, Grapefruit, Ginger","Black Pepper, Hot Pepper, Blond Wood, Nutmeg, Almond","Patchouli, Tonka Bean, Musk, Vanilla"
Bon Parfumeur 801 EDP,444 ,No-Rate,0,"['Bon Parfumeur', 'Unisex', 'Perfume', 'Extravagant', 'Aquatic', '100 ml', 'Alcohol denat., parfum (fragrance), aqua (water), benzyl benzoate, benzyl salicylate, citral, citronellol, geraniol, isoeugenol, limonene, linalool, methyl 2-octynoate. 80% vol.', 'Eau de Parfum', 'Italian Lemon, Mandarin, Ivy, Grapefruit', 'Rosemary, Pink Pepper, Nutmeg, Marine Notes', 'Cedar, Cypress, White Musk']",Bon Parfumeur,Unisex,Perfume,Extravagant,Aquatic,100_ml,,"Alcohol denat., parfum (fragrance), aqua (water), benzyl benzoate, benzyl salicylate, citral, citronellol, geraniol, isoeugenol, limonene, linalool, methyl 2-octynoate. 80% vol.",Eau de Parfum,"Italian Lemon, Mandarin, Ivy, Grapefruit","Rosemary, Pink Pepper, Nutmeg, Marine Notes","Cedar, Cypress, White Musk"
Bon Parfumeur 601 EDP,444 ,No-Rate,0,"['Bon Parfumeur', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', 'Alcohol denat., parfum (fragrance), aqua (water), butylphenyl methylpropional, citral, citronellol, coumarin, evernia prunastri (oak moss) extract, geraniol, hexyl cinnamal, hydroxycitronellal, isoeugenol, limonene, linalool. 80% vol.', 'Eau de Parfum', 'Bergamot, Pink Pepper, Grapefruit', 'Pepper, Violet', 'Cedar Wood, Vetiver']",Bon Parfumeur,Unisex,Perfume,Charismatic,Oriental,100_ml,,"Alcohol denat., parfum (fragrance), aqua (water), butylphenyl methylpropional, citral, citronellol, coumarin, evernia prunastri (oak moss) extract, geraniol, hexyl cinnamal, hydroxycitronellal, isoeugenol, limonene, linalool. 80% vol.",Eau de Parfum,"Bergamot, Pink Pepper, Grapefruit","Pepper, Violet","Cedar Wood, Vetiver"
