Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Ramon Monegal Faisa Pure Joy EDP,1699 ,No-Rate,0,"['Ramon Monegal', 'Unisex', 'Perfume', 'Sophisticated', '100 ml', '2020', 'Eau de Parfum', 'Saffron, Ylang-Ylang, Lemon, Anise, Cinnamon', 'Oud, Rose, Raspberry, Jasmine, Mimosa', 'Amber, Sandalwood, Vanilla, Tonka Bean, Caramel']",Ramon Monegal,Unisex,Perfume,Sophisticated,Oriental,100_ml,2020,"Saffron, Ylang-Ylang, Lemon, Anise, Cinnamon, Oud, Rose, Raspberry, Jasmine, Mimosa, Amber, Sandalwood, Vanilla, Tonka Bean, Caramel",Eau de Parfum,"Saffron, Ylang-Ylang, Lemon, Anise, Cinnamon","Oud, Rose, Raspberry, Jasmine, Mimosa","Amber, Sandalwood, Vanilla, Tonka Bean, Caramel"
Orto Parisi Cuoium EDP,949 ,No-Rate,0,"['Orto Parisi', 'Unisex', 'Perfume', 'Extravagant', 'Leather', '50 ml', '2021', 'Eau de Parfum']",Orto Parisi,Unisex,Perfume,Extravagant,Leather,50_ml,2021,,Eau de Parfum,,,
Joop Femme EDT,199 ,No-Rate,0,"['Joop', 'Women', 'Perfume', 'Charismatic', 'Woody', '100 ml', '1987', 'Eau de Toilette', 'Aldehydes, Coriander, Fruity Notes, Bergamot, Lemon', 'Jasmine, Orange Blossom, Rose, Lily Of The Valley', 'Sandalwood, Civet, Amber, Vanilla, Tonka Bean, Musk, Patchouli, Oakmoss, Cedarwood']",Joop,Women,Perfume,Charismatic,Woody,100_ml,1987,"Aldehydes, Coriander, Fruity Notes, Bergamot, Lemon, Jasmine, Orange Blossom, Rose, Lily Of The Valley, Sandalwood, Civet, Amber, Vanilla, Tonka Bean, Musk, Patchouli, Oakmoss, Cedarwood",Eau de Toilette,"Aldehydes, Coriander, Fruity Notes, Bergamot, Lemon","Jasmine, Orange Blossom, Rose, Lily Of The Valley","Sandalwood, Civet, Amber, Vanilla, Tonka Bean, Musk, Patchouli, Oakmoss, Cedarwood"
Floris White Rose EDT,1399 ,No-Rate,0,"['Floris London', 'Women', 'Perfume', 'Dynamic', 'Floral', '100 ml', 'Eau de Toilette', 'Green Notes, Aldehydes, Cloves', 'Rose, Violet, Iris, Jasmine', 'Powder, Musk, Amber']",Floris London,Women,Perfume,Dynamic,Floral,100_ml,,"Green Notes, Aldehydes, Cloves, Rose, Violet, Iris, Jasmine, Powder, Musk, Amber",Eau de Toilette,"Green Notes, Aldehydes, Cloves","Rose, Violet, Iris, Jasmine","Powder, Musk, Amber"
Calvin Klein CK Everyone EDT,259 ,No-Rate,0,"['Calvin Klein', 'Unisex', 'Perfume', 'Modern', 'Aquatic', '100 ml', '2020', 'Eau de Toilette', 'Orange Oil, Ginger', 'Blue Tea, Aquatic Notes', 'Cedarwood, Patchouli, Amber']",Calvin Klein,Unisex,Perfume,Modern,Aquatic,100_ml,2020,"Orange Oil, Ginger, Blue Tea, Aquatic Notes, Cedarwood, Patchouli, Amber",Eau de Toilette,"Orange Oil, Ginger","Blue Tea, Aquatic Notes","Cedarwood, Patchouli, Amber"
Calvin Klein Eternity Eau Fresh For Women EDP,319 ,No-Rate,0,"['Calvin Klein', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2020', 'Eau Fraiche', 'Pear, Bergamot, Black Currant', 'Peony, Rose, Jasmine', 'Musk, Patchouli, Amber']",Calvin Klein,Women,Perfume,Sensual,Floral,100_ml,2020,"Pear, Bergamot, Black Currant, Peony, Rose, Jasmine, Musk, Patchouli, Amber",Eau Fraiche,"Pear, Bergamot, Black Currant","Peony, Rose, Jasmine","Musk, Patchouli, Amber"
Giorgio Armani Terra di Gioia EDP,459 ,No-Rate,0,"['Giorgio Armani', 'Women', 'Perfume', 'Charismatic', 'Fruity', '100 ml', '2021', 'Eau de Parfum', 'Pear, Mandarin Orange, Bergamot', 'Almond Blossom, Jasmine', 'Amber, Musk']",Giorgio Armani,Women,Perfume,Charismatic,Fruity,100_ml,2021,"Pear, Mandarin Orange, Bergamot, Almond Blossom, Jasmine, Amber, Musk",Eau de Parfum,"Pear, Mandarin Orange, Bergamot","Almond Blossom, Jasmine","Amber, Musk"
Missoni Missoni,312 ,No-Rate,0,"['Missoni', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2015', 'Lemon, Bergamot, ""Pomme d\'Amour"" Citron, Pear, Mahonia, Petalia, Jasminum Sambac, Ambrosia, Tonka Bean, Sandalwood', 'Eau de Parfum', 'Lemon, Bergamot, ""Pomme d\'Amour"" Citron, Pear', 'Mahonia, Petalia, Jasminum Sambac', 'Ambrosia, Tonka Bean, Sandalwood']",Missoni,Women,Perfume,Romantic,Floral,50_ml,2015,"Lemon, Bergamot, ""Pomme d'Amour"" Citron, Pear, Mahonia, Petalia, Jasminum Sambac, Ambrosia, Tonka Bean, Sandalwood",Eau de Parfum,"Lemon, Bergamot, ""Pomme d'Amour"" Citron, Pear","Mahonia, Petalia, Jasminum Sambac","Ambrosia, Tonka Bean, Sandalwood"
Widian Aj Arabia New York EDP,1130 ,No-Rate,0,"['Widian', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', '2019', 'Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander, Rose, Caramel, Geranium, Patchouli, Jasmine, Orris, White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.', 'Eau de Parfum', 'Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander', 'Rose, Caramel, Geranium, Patchouli, Jasmine, Orris', 'White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.']",Widian,Unisex,Perfume,Natural,Woody,50_ml,2019,"Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander, Rose, Caramel, Geranium, Patchouli, Jasmine, Orris, White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber.",Eau de Parfum,"Yellow Mandarin, Juniper, Lavender, Bergamot, Pink Pepper, Coriander","Rose, Caramel, Geranium, Patchouli, Jasmine, Orris","White Musk, Tonka Bean, White Amber, Tobacco, Haitian Vetiver, Frankincense, Amber."
Tom Ford Soleil Neige EDP,1667 ,No-Rate,0,"['Tom Ford', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2019', 'Bergamot, Carrot Seed, Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose, Benzoin, Vanilla, Labdanum.', 'Eau de Parfum', 'Bergamot, Carrot Seed', 'Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose', 'Benzoin, Vanilla, Labdanum.']",Tom Ford,Unisex,Perfume,Romantic,Floral,100_ml,2019,"Bergamot, Carrot Seed, Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose, Benzoin, Vanilla, Labdanum.",Eau de Parfum,"Bergamot, Carrot Seed","Orange Blossom, White Flowers, Jasmine, Rose, Turkish Rose","Benzoin, Vanilla, Labdanum."
Tom Ford TubÃ©reuse Nue EDP,1449 ,No-Rate,0,"['Tom Ford', 'Unisex', 'Perfume', 'Romantic', 'Floral', '50 ml', '2021', 'Sichuan Pepper, Lily, Jasmine, Tuberose, Cocoa, Styrax, Benzoin, Suede, Musk, Agarwood, Tonka Bean', 'Eau de Parfum', 'Sichuan Pepper, Lily, Jasmine', 'Tuberose, Cocoa, Styrax, Benzoin', 'Suede, Musk, Agarwood, Tonka Bean']",Tom Ford,Unisex,Perfume,Romantic,Floral,50_ml,2021,"Sichuan Pepper, Lily, Jasmine, Tuberose, Cocoa, Styrax, Benzoin, Suede, Musk, Agarwood, Tonka Bean",Eau de Parfum,"Sichuan Pepper, Lily, Jasmine","Tuberose, Cocoa, Styrax, Benzoin","Suede, Musk, Agarwood, Tonka Bean"
Tiziana Terenzi Delox Extrait de Parfum,826 ,No-Rate,0,"['Tiziana Terenzi', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2017', 'Extrait de Parfum', 'Coffee, White Hyacinth, Iris', 'Turkish Rose, Vanilla', 'Honey, White Musk, Amber, Cedar.']",Tiziana Terenzi,Unisex,Perfume,Romantic,Floral,100_ml,2017,"Coffee, White Hyacinth, Iris, Turkish Rose, Vanilla, Honey, White Musk, Amber, Cedar",Extrait de Parfum,"Coffee, White Hyacinth, Iris","Turkish Rose, Vanilla","Honey, White Musk, Amber, Cedar."
Louis Vuitton Mille Feux EDP,2681 ,No-Rate,0,"['Louis Vuitton', 'Women', 'Perfume', 'Classical', 'Leather', '200 ml', '2016', 'Eau de Parfum', 'Raspberry, Bergamot', 'Saffron, Rose, Osmanthus, Orris, Jasmine', 'Leather, Orris root, Sandalwood, Moss, Patchouli.']",Louis Vuitton,Women,Perfume,Classical,Leather,200_ml,2016,"Raspberry, Bergamot, Saffron, Rose, Osmanthus, Orris, Jasmine, Leather, Orris root, Sandalwood, Moss, Patchouli",Eau de Parfum,"Raspberry, Bergamot","Saffron, Rose, Osmanthus, Orris, Jasmine","Leather, Orris root, Sandalwood, Moss, Patchouli."
Solinotes Pomilo EDP,97 ,No-Rate,0,"['Solinotes', 'Unisex', 'Perfume', 'Extravagant', 'Citrus', '50 ml', '2017', 'Eau de Parfum', 'Lemon, Pomelo, Blood Orange', 'Rice, Jasmine, Melon', 'Iris, Musk, Vetiver']",Solinotes,Unisex,Perfume,Extravagant,Citrus,50_ml,2017,"Lemon, Pomelo, Blood Orange, Iris, Musk, Vetiver, Rice, Jasmine, Melon",Eau de Parfum,"Lemon, Pomelo, Blood Orange","Rice, Jasmine, Melon","Iris, Musk, Vetiver"
Solinotes Ylang EDP,97 ,No-Rate,0,"['Solinotes', 'Unisex', 'Perfume', 'Sophisticated', 'Floral Oriental', '50 ml', '2019', 'Eau de Parfum', 'Jasmine Sambac, Ylang-Ylang', 'Peach Blossoms, Tuberose', 'Vanilla, Musk, Flower']",Solinotes,Unisex,Perfume,Sophisticated,FloralOriental,50_ml,2019,"   Jasmine Sambac, Peach Blossoms, Tuberose, Ylang-Ylang, Vanilla, Musk, Flower",Eau de Parfum,"Jasmine Sambac, Ylang-Ylang","Peach Blossoms, Tuberose","Vanilla, Musk, Flower"
Solinotes Iris EDP,97 ,No-Rate,0,"['Solinotes', 'Unisex', 'Perfume', 'Romantic', 'Floral', '50 ml', 'Iris, Ozone, Herbs', 'Eau de Parfum']",Solinotes,Unisex,Perfume,Romantic,Floral,50_ml,,"Iris, Ozone, Herbs",Eau de Parfum,Iris,Ozone,Herbs
Solinotes Cotton Blossom EDP,97 ,No-Rate,0,"['Solinotes', 'Unisex', 'Perfume', 'Sensual', 'Soft Floral', '50 ml', '2019', 'Eau de Parfum', 'Bergamot, Rice', 'Rose, Jasmine', 'Vanilla, Musk']",Solinotes,Unisex,Perfume,Sensual,Soft_Floral,50_ml,2019,"Bergamot, Rice, Rose, Jasmine, Vanilla, Musk",Eau de Parfum,"Bergamot, Rice","Rose, Jasmine","Vanilla, Musk"
Solinotes Fleur De Orange EDP,49 ,No-Rate,0,"['Solinotes', 'Unisex', 'Perfume', 'Sophisticated', 'Floral Oriental', '50 ml', '2012', 'Orange Flowers', 'Eau de Parfum']",Solinotes,Unisex,Perfume,Sophisticated,FloralOriental,50_ml,2012,Orange Flowers,Eau de Parfum,,,
Vince Camuto Vince Camuto Femme EDP,269 ,No-Rate,0,"['Vince Camuto', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2013', 'Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht', 'Eau de Parfum', 'Pink Pepper, Citrus', 'Jasmine, Rose, Iris', 'Vanilla, Amber, Patchouli, Musk, Vetiver']",Vince Camuto,Women,Perfume,Sensual,Floral,100_ml,2013,"Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht",Eau de Parfum,"Pink Pepper, Citrus","Jasmine, Rose, Iris","Vanilla, Amber, Patchouli, Musk, Vetiver"
Valentino Voce Viva Intensa EDP,558 ,No-Rate,0,"['Valentino', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Eau de Parfum Intense', 'Bergamot, Orange', 'Jasmine Sambac, Orange Blossoms', 'Moss, Bourbon Vanilla']",Valentino,Women,Perfume,Sensual,Floral,100_ml,2021,"Bergamot, Orange, Jasmine Sambac, Orange Blossoms, Moss, Bourbon Vanilla",Eau de Parfum Intense,"Bergamot, Orange","Jasmine Sambac, Orange Blossoms","Moss, Bourbon Vanilla"
Sofia Vergara Tempting Paradise EDP,229 ,No-Rate,0,"['Sofia Vergara', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2017', 'Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht', 'Eau de Parfum', 'Magnolia, Clementines, Tropical Fruits', 'Peony, Coconut Milk, Guava Blossom', 'Petrolatum, Musk, Sandalwood']",Sofia Vergara,Women,Perfume,Sensual,Floral,100_ml,2017,"Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht",Eau de Parfum,"Magnolia, Clementines, Tropical Fruits","Peony, Coconut Milk, Guava Blossom","Petrolatum, Musk, Sandalwood"
Sisley Sisley Eau de 2 EDT,572 ,No-Rate,0,"['Sisley', 'Women', 'Perfume', 'Natural', 'Woody', '100 ml', '2009', 'Alcohol Denat., Parfum/fragrance, Aqua/water/eau, Disodium Edta, Hexyl Cinnamal, Limonene, Linalool, Alpha-isomethyl Ionone, Benzyl Salicylate, Citral, Citronellol, Eugenol, Geraniol, Benzyl Benzoate, Benzyl Alcohol. Il#3a', 'Eau de Toilette', 'Cardamom, Bergamot, Basil', 'Water iris, Egyptian jasmine, cyclamen flowers', 'Patchouli, Vetiver, Cedar, Sandalwood']",Sisley,Women,Perfume,Natural,Woody,100_ml,2009,"Alcohol Denat., Parfum/fragrance, Aqua/water/eau, Disodium Edta, Hexyl Cinnamal, Limonene, Linalool, Alpha-isomethyl Ionone, Benzyl Salicylate, Citral, Citronellol, Eugenol, Geraniol, Benzyl Benzoate, Benzyl Alcohol. Il#3a",Eau de Toilette,"Cardamom, Bergamot, Basil","Water iris, Egyptian jasmine, cyclamen flowers","Patchouli, Vetiver, Cedar, Sandalwood"
Sisley Sisley Eau de 1 EDT,572 ,No-Rate,0,"['Sisley', 'Women', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2009', 'Alcohol Denat. Water/eau (Aqua), Fragrance (Parfum), Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Linalool, Alpha-isomethyl Ionone, Geraniol, Hydroxycitronellal, Farnesol,', 'Eau de Toilette', 'Mandarin, Spice, Pink Pepper, Grapefruit', 'Jasmine, Tea, Juniper', 'Patchouli, Musk']",Sisley,Women,Perfume,Dynamic,Citrus,100_ml,2009,"Alcohol Denat. Water/eau (Aqua), Fragrance (Parfum), Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Linalool, Alpha-isomethyl Ionone, Geraniol, Hydroxycitronellal, Farnesol,",Eau de Toilette,"Mandarin, Spice, Pink Pepper, Grapefruit","Jasmine, Tea, Juniper","Patchouli, Musk"
Shakira I Am Rock EDT,159 ,No-Rate,0,"['Shakira', 'Women', 'Perfume', 'Sensual', 'Floral', '50 ml', '2017', 'Eau de Toilette', 'Black Pepper, Bergamot, Green Apple', 'Freesia, Jasmine, Jasmine Sambac', 'Patchouli, Woody Notes, Vanilla']",Shakira,Women,Perfume,Sensual,Floral,50_ml,2017,"Black Pepper, Bergamot, Green Apple, Freesia, Jasmine, Jasmine Sambac, Patchouli, Woody Notes, Vanilla",Eau de Toilette,"Black Pepper, Bergamot, Green Apple","Freesia, Jasmine, Jasmine Sambac","Patchouli, Woody Notes, Vanilla"
Salvatore Ferragamo Incense Suede EDP,623 ,No-Rate,0,"['Salvatore Ferragamo', 'Unisex', 'Perfume', 'Classical', 'Leather', '75 ml', '2014', 'Eau de Parfum', 'Pink Pepper, Incense', 'saffron, leather', 'Comrade, Styrax']",Salvatore Ferragamo,Unisex,Perfume,Classical,Leather,75_ml,2014,"Pink Pepper, Incense, saffron, leather, Comrade, Styrax",Eau de Parfum,"Pink Pepper, Incense","saffron, leather","Comrade, Styrax"
Salvatore Ferragamo Emozione Dolce Fiore EDT,269 ,No-Rate,0,"['Salvatore Ferragamo', 'Women', 'Perfume', 'Sensual', 'Floral', '92 ml', '2016', 'Eau de Toilette', 'Bergamot, Grapefruit, White Peach', 'Peony, Damask rose', 'Vanilla, Suede, White Musk, Orris']",Salvatore Ferragamo,Women,Perfume,Sensual,Floral,92_ml,2016,"Bergamot, Grapefruit, White Peach,  Peony, Damask rose, Vanilla, Suede, White Musk, Orris",Eau de Toilette,"Bergamot, Grapefruit, White Peach","Peony, Damask rose","Vanilla, Suede, White Musk, Orris"
Salvador Dali Laguna EDT,239 ,No-Rate,0,"['Salvador Dali', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '1991', 'Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water) Parfum, (Fragrance), Limonene, Hexyl Cinnamal, Linalool, Coumarin, Butylphenyl Methylpropional (Lilial), Citral, Citronellol, Geraniol, Hydroxycitronellal May Contains: Diethylamino Hydroxybenzoyl Hexyl Benzo', 'Eau de Toilette', 'Raspberry, Mandarin, Black Plum, Galbanum, Peach, Grapefruit, Moroccan Lemon, Pineapple', 'Egyptian rose, lily of the valley, jasmine, Brazilian rosewood, Italian iris', 'Amber, Cedar, Musk']",Salvador Dali,Women,Perfume,Sensual,Floral,100_ml,1991,"Alcohol Denat. (Sd Alcohol 39-c), Aqua (Water) Parfum, (Fragrance), Limonene, Hexyl Cinnamal, Linalool, Coumarin, Butylphenyl Methylpropional (Lilial), Citral, Citronellol, Geraniol, Hydroxycitronellal May Contains: Diethylamino Hydroxybenzoyl Hexyl Benzo",Eau de Toilette,"Raspberry, Mandarin, Black Plum, Galbanum, Peach, Grapefruit, Moroccan Lemon, Pineapple","Egyptian rose, lily of the valley, jasmine, Brazilian rosewood, Italian iris","Amber, Cedar, Musk"
Salvador Dali Eau de Ruby Lips EDT,239 ,No-Rate,0,"['Salvador Dali', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2005', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ci 60 730 (Fd&c Violet NÂ°2), Ci 42 090 (Fd&c Blue NÂ°1), Butylphenyl Methylpropional (Lilial), Citronello', 'Eau de Toilette', 'Lily Of The Valley, Cotton Flowers, Grapefruit', 'Honeysuckle, Magnolia, Pineapple', 'Amber, Cedar, Musk']",Salvador Dali,Women,Perfume,Sensual,Floral,100_ml,2005,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ci 60 730 (Fd&c Violet NÂ°2), Ci 42 090 (Fd&c Blue NÂ°1), Butylphenyl Methylpropional (Lilial), Citronello",Eau de Toilette,"Lily Of The Valley, Cotton Flowers, Grapefruit","Honeysuckle, Magnolia, Pineapple","Amber, Cedar, Musk"
Salvador Dali Dalissime EDT,239 ,No-Rate,0,"['Salvador Dali', 'Women', 'Perfume', 'Extravagant', 'Fruity', '100 ml', '1994', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Diethylamino Hydroxybenzoyl Hexylbenzoate, Ethylhexyl Methoxycinnamate, Ci 14 700 (Fd&c Red NÂ°4), Ci 47 005 (D&c Yellow NÂ°10), Hexyl Cinnamal, Alpha-isomethyl Ionone, Citronellol, Limonen', 'Eau de Toilette', 'Black Plum, Pineapple, Apricot, Peach', 'Lily Of The Valley, Narcissus, Rose, Jasmine, Tagets', 'Tonka Bean, Amber, Litchi, Musk, Sandalwood, Vanilla']",Salvador Dali,Women,Perfume,Extravagant,Fruity,100_ml,1994,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Diethylamino Hydroxybenzoyl Hexylbenzoate, Ethylhexyl Methoxycinnamate, Ci 14 700 (Fd&c Red NÂ°4), Ci 47 005 (D&c Yellow NÂ°10), Hexyl Cinnamal, Alpha-isomethyl Ionone, Citronellol, Limonen",Eau de Toilette,"Black Plum, Pineapple, Apricot, Peach","Lily Of The Valley, Narcissus, Rose, Jasmine, Tagets","Tonka Bean, Amber, Litchi, Musk, Sandalwood, Vanilla"
Salvador Dali Dalia More EDT,239 ,No-Rate,0,"['Salvador Dali', 'Women', 'Perfume', 'Extravagant', 'Fruity', '100 ml', '2019', 'Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Ci 17 200 (D&c Red 33), Butylphenyl Methylpropional (Lilial), Citral, Citronellol, Hydroxycitronellal, Limonene, L', 'Eau de Toilette', 'Sicilian Bergamot, Candy Apple, Pear', 'Raspberry, Passionflower, Red Rose', 'Crystal Amber, Musk']",Salvador Dali,Women,Perfume,Extravagant,Fruity,100_ml,2019,"Alcohol Denat. (Sd Alcohol 39-c), Parfum (Fragrance), Aqua (Water), Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Ci 17 200 (D&c Red 33), Butylphenyl Methylpropional (Lilial), Citral, Citronellol, Hydroxycitronellal, Limonene, L",Eau de Toilette,"Sicilian Bergamot, Candy Apple, Pear","Raspberry, Passionflower, Red Rose","Crystal Amber, Musk"
Salvador Dali Dali EDT,239 ,No-Rate,0,"['Salvador Dali', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2011', 'Alcohol Denat. (Sd Alcohol 39-c, Parfum (Fragrance), Aqua (Water), Diethylamino Droxybenzoyl Hexylbenzoate, Ethylhexyl Methoxycinnamate, Ci 14 700 (Fd&c Red 4), Ci 19 140 (Fd&c Yellow 5, Ci 17 200 (Fd&c Red 33), Ci 42 090 (Fd&c Blue 1), Alpha-isomethyl Io', 'Eau de Toilette', 'Mandarin, Bergamot, Green Notes, Basil, Fruits, Cloves, Incense, Aldehydes', 'Orange Blossom, Lily Of The Valley, Rose, Orris Root, Mimosa, Tuberose, Jasmine, Lily, Narcissus', 'Patchouli, Musk, Cedar, Vanilla, Oak Moss, Sandalwood, Myrrh, Amber, Petrol']",Salvador Dali,Women,Perfume,Sensual,Floral,100_ml,2011,"Alcohol Denat. (Sd Alcohol 39-c, Parfum (Fragrance), Aqua (Water), Diethylamino Droxybenzoyl Hexylbenzoate, Ethylhexyl Methoxycinnamate, Ci 14 700 (Fd&c Red 4), Ci 19 140 (Fd&c Yellow 5, Ci 17 200 (Fd&c Red 33), Ci 42 090 (Fd&c Blue 1), Alpha-isomethyl Io",Eau de Toilette,"Mandarin, Bergamot, Green Notes, Basil, Fruits, Cloves, Incense, Aldehydes","Orange Blossom, Lily Of The Valley, Rose, Orris Root, Mimosa, Tuberose, Jasmine, Lily, Narcissus","Patchouli, Musk, Cedar, Vanilla, Oak Moss, Sandalwood, Myrrh, Amber, Petrol"
Rue Broca Oh Tiara Amethyst EDP,159 ,No-Rate,0,"['Rue Broca', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', 'Eau de Parfum', 'Lemon, Apple, Peach', 'Jasmine, Peony', 'Musk']",Rue Broca,Women,Perfume,Sensual,Floral,100_ml,,"Lemon, Apple, Peach, Jasmine, Peony, Musk",Eau de Parfum,"Lemon, Apple, Peach","Jasmine, Peony",Musk
Rihanna Rebelle EDP,259 ,No-Rate,0,"['Rihanna', 'Women', 'Perfume', 'Sensual', 'Floral', '100 ml', '2012', 'Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht', 'Eau de Parfum', 'Strawberry, Ginger, Plum', 'Cocoa, Orchid, Heliotrope', 'Coffee, Patchouli, Amber, Musk.']",Rihanna,Women,Perfume,Sensual,Floral,100_ml,2012,"Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht",Eau de Parfum,"Strawberry, Ginger, Plum","Cocoa, Orchid, Heliotrope","Coffee, Patchouli, Amber, Musk."
Paris Hilton Can Can Burlesque EDP,229 ,No-Rate,0,"['Paris Hilton', 'Women', 'Perfume', 'Extravagant', 'Fruity', '100 ml', '2014', 'Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate', 'Eau de Parfum', 'Raspberry, Nectarine, Clementine, Casillas', 'Wild Orchid, Orange Blossom', 'White Woods, Musk.']",Paris Hilton,Women,Perfume,Extravagant,Fruity,100_ml,2014,"Alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate, Diethylamino, Hydroxybenzoyl Hexylbenzoate, Citral, Cinnamal, Linlool, Bht alcohol, Parfum (Fragrance), Aqua (Water), Limonene, Ethylhexyl Methoxycinnamate",Eau de Parfum,"Raspberry, Nectarine, Clementine, Casillas","Wild Orchid, Orange Blossom","White Woods, Musk."
Montale Sensual Instinct EDP,363 ,No-Rate,0,"['Montale', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2019', 'Alcohol Denat , Parfum / Fragrance , Aqua / Water , Limonene , Citronellol , Linalool , Geraniol , Eugenol , Citral', 'Eau de Parfum', 'Coffee Beans', 'Praline, Rose', 'Oak Moss, Amber, Cedar Wood.']",Montale,Unisex,Perfume,Charismatic,Oriental,100_ml,2019,"Alcohol Denat , Parfum / Fragrance , Aqua / Water , Limonene , Citronellol , Linalool , Geraniol , Eugenol , Citral",Eau de Parfum,Coffee Beans,"Praline, Rose","Oak Moss, Amber, Cedar Wood."
Montale Oud Pashmina EDP,363 ,No-Rate,0,"['Montale', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', '2021', 'Oud, Rose, Musk, Vanilla', 'Eau de Parfum']",Montale,Unisex,Perfume,Sensual,Floral,100_ml,2021,"Oud, Rose, Musk, Vanilla",Eau de Parfum,Oud,Rose,"Musk, Vanilla"
